actorID,actorName,birthYear,nationality
930320,Anthony Hernandez,1979,Austria
665079,Darlene Atkinson,1916,Colombia
720098,Mercedes Dixon,1966,Venezuela
607636,Craig Duncan MD,1928,United States
124129,Mark Phillips,2004,Belgium
149927,Mark Patterson,1966,Ireland
492326,Christina George,1977,Belgium
471013,Lori Johnson,1924,Venezuela
230355,Kelly Charles,1975,Spain
118305,Tyler Warren,1930,United States
758904,John Lewis,1903,Canada
602646,Ruben Miller,1978,Norway
625154,Amber Flores,1945,Portugal
953035,Debra Marshall,1911,France
963906,Joshua Diaz,1937,France
482130,Mark Rogers Jr.,1902,United Kingdom
465466,Matthew Nguyen,2011,United Kingdom
437342,Julie Smith,1920,Portugal
439124,Alexandra Vega,1976,Belgium
331911,Christina Roman,1991,Finland
226717,Carmen Anderson,1967,Austria
206214,Mrs. Kathryn Harris PhD,1975,Netherlands
324828,Dwayne Wood,1991,Belgium
671493,David Washington,1942,Venezuela
306812,Don Wright,2001,Canada
923866,Jared Fuller,2007,Austria
143944,William Mills,1926,Iceland
359341,Kayla Jacobs,1985,Portugal
866320,Jordan Knight,1916,Colombia
406536,Jill Vasquez,2015,Sweden
585822,Samantha Sanchez,1965,Germany
569417,Catherine Bishop,2015,Italy
864247,Michael Rodriguez,1955,Belgium
791049,Yvonne Taylor,1947,Netherlands
257160,Kristina Watkins,1926,Spain
735169,Linda Miranda,2015,Netherlands
909700,Todd Schwartz,1911,Netherlands
796379,Andrew Lamb,1917,Canada
357373,Jessica White,1927,Denmark
510746,Mark Grimes,1920,Portugal
648700,Jennifer Bryan,1971,Norway
586154,Tammy Williams,1991,Germany
296534,John Mendez,1950,Ireland
908136,Rhonda Wood,2005,Norway
389784,Brandi Webb,1960,Belgium
584454,John Andrade,1926,Switzerland
186830,Michael Vazquez,1991,Cuba
960270,Jason Gonzalez,1958,Iceland
355724,Mark Small,2006,Italy
677964,Andrew Stewart,1958,United States
768502,Audrey Roach DVM,1918,United Kingdom
421367,David Cook,1911,Belgium
153965,Melissa Boone,1993,Cuba
812906,Samuel Walters,1954,Spain
978814,William Chambers,1946,France
559441,James Young,1959,Colombia
624370,Terry Knox,1918,Ecuador
274385,Sharon Booth,1904,Netherlands
950388,Brenda Nelson,1961,Norway
794255,Jean Richardson,1917,Netherlands
681927,David Smith,1961,Colombia
989812,Jennifer Williams,1943,Denmark
246679,Michael Meyer,1988,Denmark
823277,Lee Griffin,1989,Norway
675576,Kevin Dunn MD,1953,United Kingdom
309134,Katie Brooks,2004,Italy
785397,Deanna Allen,2008,Portugal
643165,Kenneth Newton,1936,Canada
754401,Gary Dennis Jr.,1939,Denmark
479166,William Johnson,1927,Mexico
580056,Brian Miller,1991,Denmark
562498,Michael Griffith,2005,Venezuela
270293,Laura Andrews,1955,Cuba
858264,Marcus Shea,1949,Austria
209507,Erin Murray,1907,Venezuela
431626,Paige Diaz,1955,Norway
602193,Susan Cardenas,1917,United States
247570,Brittany York,1937,United States
322389,Jennifer Hernandez,2006,Mexico
188341,Wesley Burch,1924,Belgium
951265,Patricia Hayes,1953,Austria
364207,Mary Williams,1904,Ecuador
410823,Cynthia Long,2007,Mexico
164761,Mrs. Veronica Bowen MD,1924,Ireland
557294,Michael Johnson,1903,Norway
669594,Kristen Wilkins,1951,United Kingdom
565644,Kelly Cobb,1963,France
248890,Ian Rogers,1934,Cuba
180590,Andrew Boyd,1901,Switzerland
263124,Martha Lopez,1942,Colombia
713499,David Jensen,1935,United Kingdom
978673,Zachary Sellers,1917,Spain
121193,Mrs. Stephanie Mclaughlin MD,1924,Ecuador
428378,Lisa Reid,1922,Norway
212650,Michael Nguyen,1976,Portugal
557861,Phyllis Martin DDS,1991,United States
248614,Maria Parks,1937,Denmark
784257,William Martinez,2003,Ecuador
185679,William Perkins,1991,Ireland
314773,Kimberly Norton,1993,United States
280656,Brian Meyer,2002,Iceland
727101,Jacob Harris,1971,Germany
765584,Ashley Delacruz,1985,United States
433909,Angela Warren,1907,France
598915,Brenda Miller,1978,Spain
369548,Briana Cooper,1950,Finland
734628,Adam Thomas,1942,Ireland
969233,Stephanie Howard,2000,Austria
629122,Megan Arnold,1937,Cuba
819470,Elaine Green,1980,Finland
537677,Amber Li,1964,Iceland
461657,Shannon Davis,1973,Germany
413076,Zachary Brown,1966,Canada
585767,Jonathan Kelly,1979,Sweden
522797,Tina Ellis,1969,Norway
507829,Lisa Spencer,2010,Denmark
524620,Alyssa Paul,2016,Netherlands
738048,Kimberly Chang,1984,United States
219370,Shawn Jordan,1983,Norway
670786,Tonya Evans,1987,Sweden
958759,Christina Barr,1901,Germany
944961,Katherine Crawford,1948,Colombia
989811,Nicole Johnson,1920,Finland
789304,Brenda Torres,1901,Venezuela
234199,Nicholas Garcia,1907,United Kingdom
557237,Jessica Reynolds,2015,Switzerland
372462,Cesar Anderson DDS,1966,Spain
569077,Mark Rodriguez,1973,Denmark
626646,Emily Cortez,1946,United States
425310,Alex Nelson,1988,Finland
602986,Gregory Cooper,1944,Spain
559830,Jeffrey Green,1956,Sweden
867303,Tina Palmer,1952,Portugal
671751,Michael Park,1905,Netherlands
266923,Lisa Norton,2014,Belgium
388764,Cynthia Patterson,1971,Denmark
962561,Donald Miller,2015,United States
996987,Michael Harrell,1958,Colombia
150417,Brian Stone,1945,Sweden
206118,Diana Daniels,1917,Canada
608783,Dorothy Cowan,1952,Netherlands
364776,Samantha Dudley,1945,Germany
314130,Dustin Bowers,1944,Cuba
427004,Teresa Schwartz,1978,Canada
709730,Bryan Morales,2010,Spain
812182,Thomas Caldwell,2004,United Kingdom
313037,Jared Davis,1991,Venezuela
467324,Christopher Glass,1902,Ireland
261077,Jorge Warner,1956,Finland
992594,Kayla Wood,1926,Denmark
459314,Lisa Cole,1915,Iceland
139334,Audrey Medina,1984,Sweden
688472,Janet Flores,1903,Norway
815722,Michael Salazar,1933,Italy
981640,Charles Anderson,1934,Canada
145259,Bradley Evans,2014,Netherlands
978277,Jonathan Padilla,2011,Spain
390415,John Jones,1910,Venezuela
336629,Hannah Perry,1969,Ecuador
524425,Jacqueline Myers,1982,Canada
766380,John Blackburn,1942,Belgium
840015,David Taylor,1981,Switzerland
704372,Alison Morton,1983,Austria
346398,Adam Cain,2009,Ecuador
401471,Cameron Le,1963,Denmark
271762,Cory Todd,1931,Spain
632955,Matthew Collier,1913,Norway
639848,Julie King,1988,Cuba
568409,Krista Garcia,1902,Spain
224316,Bryan Baker,1936,Switzerland
928082,Alejandro Schmidt,1910,Netherlands
574964,Pamela Wilkins,2006,United Kingdom
878404,William Baxter,1983,Spain
513223,Amanda Meyer,1921,Cuba
390056,Gary Miller,1967,Venezuela
154497,Rhonda Burns,2002,Ecuador
736152,Jane Lawrence,1984,Netherlands
364169,Katie Zamora,1955,Germany
707210,Michael Snyder,1980,Netherlands
588178,Elizabeth Edwards,1950,Germany
516033,Aaron Wilson,1950,Canada
507795,Danny Garrett,1901,Mexico
768428,Sean Rowe,1912,Cuba
458547,Jimmy Collins,2016,Italy
134687,Sara Jones,1936,Colombia
260256,Derrick Roberts,1941,Ecuador
117549,Stephanie Miller,1983,United Kingdom
455447,Lori Taylor,1909,Cuba
392371,Stephanie Weber,2011,Germany
398000,Jose Miller,2016,Belgium
826140,Melissa Hernandez,1982,Spain
361218,Angela Beasley,1995,Canada
100759,Carol Wallace,1968,Denmark
349035,Mark Macdonald,1989,Sweden
387850,Daniel Snyder,1981,Belgium
507002,Nicholas Anderson,1997,Cuba
640328,Michael Lee,1958,Iceland
398725,Alexa Frazier,2010,Netherlands
817395,Janet Silva,1985,France
344739,Kristina Bell,1993,Belgium
625699,Helen Griffin,1973,Venezuela
874560,Jon Craig,1951,Finland
997899,Monica Murray,1990,United Kingdom
796244,Nicholas Elliott,2002,Belgium
338216,Patrick Pena,1912,Switzerland
747064,Brent Johnson,1952,Denmark
154517,Jennifer Jackson,1976,Finland
229920,Anthony Duncan,1947,Iceland
632437,Mario Fisher,1945,Netherlands
159486,Diana Zavala,2008,Sweden
454627,Brandon Sanchez,1916,Cuba
256596,Megan Stuart,1999,Colombia
386855,Mitchell Sanders,1936,Venezuela
903188,Gerald Johnson,1963,Mexico
631516,David Kelly,2009,United Kingdom
621829,Martin Dominguez,1968,Denmark
445884,David Johnson,1940,Belgium
995434,Jack Hansen,1933,Austria
463264,Diane Robinson,1961,Denmark
533571,Erik Johnson,1934,Denmark
721263,Jason Wood,1930,Sweden
565551,Alison Gomez,2010,United Kingdom
334132,John Murphy,1973,United Kingdom
306729,James Martinez,1925,Cuba
746686,Samuel Lopez,1927,Belgium
164889,Julian Turner,1971,Portugal
442720,Sherri Cox,1948,Germany
814915,Kevin Mitchell,1972,Spain
630213,Brenda Osborn,1958,Denmark
571050,Teresa Kelly,2007,Netherlands
394706,Alan Nelson,1914,Ecuador
969469,Joe Romero,1934,France
651191,Michael Gonzalez,1950,Iceland
266424,Justin Lamb,2005,Portugal
211901,Valerie Gonzales,1909,Denmark
884805,Sylvia Gray,1974,France
195036,Dr. Daniel Pruitt MD,1946,Colombia
147755,Sarah Carter,1976,Norway
912530,Ryan Lawson,2016,Canada
814009,Daniel Marquez,1960,United Kingdom
333655,Michelle Fields,1929,Austria
960043,Susan Aguilar,1907,Denmark
940500,Evelyn Olson,1914,Spain
934392,Donna Jones,2011,Sweden
699108,Jessica Williams,1925,United Kingdom
322509,John Romero,1935,Germany
657935,Jessica Smith,1996,Sweden
575498,Edward Carr,1916,United States
904679,Kristina Arnold,1999,Germany
444630,Amy Padilla,1954,Spain
872881,Amy Chapman,1968,Norway
827804,Shelly Johnson,1955,Cuba
986819,Joseph Schroeder,1969,Iceland
311497,Derrick Vargas,1966,Venezuela
904267,Andres Powell,1973,Ecuador
472462,Caitlyn Zimmerman,2012,Norway
168400,Eric Matthews,1924,Cuba
833480,Melanie Gray,1969,Canada
841823,Micheal Gregory,1971,Mexico
465006,Brian Rose,1958,United States
865939,Sarah Wright,1935,Ecuador
518954,Elizabeth Smith,1949,Switzerland
100787,Daniel Goodman,2010,Portugal
179255,Gregory Johnson,1926,Austria
200737,Elizabeth Webster,1948,Denmark
133130,Joshua Summers,1929,Canada
687800,Bryce Mayer,1989,Portugal
686603,Luis Smith,1966,Spain
980872,Rachael Prince,1992,Netherlands
399847,Sherry Brown,1934,United States
500011,Larry Clark,1938,Portugal
358358,Lauren Woods,1982,Belgium
437056,Amanda Paul,1970,Venezuela
926109,Robert Garcia,1906,Portugal
950993,Carol Archer,2003,Germany
307351,Donna Hendrix,1964,United States
615177,Jason Mitchell,1922,United Kingdom
684474,Michael Carter,1971,Portugal
298767,Sheila Taylor,1983,Venezuela
411439,Elizabeth Ayala,1987,Ecuador
806754,Kristen King,1954,Spain
874002,Bridget Chapman,1979,Spain
992633,James Austin,1946,United States
796356,Karen Thompson,1979,Netherlands
843411,Hunter Liu,1901,Italy
911653,Julia Love,1913,Switzerland
677730,James Gibson,1986,Portugal
841558,Patrick Sexton,1969,Portugal
341457,Pamela Carroll,1939,Netherlands
898088,Maurice Novak,1935,Netherlands
502352,Lindsey Wallace,1927,Switzerland
600115,James Sullivan,2011,United Kingdom
576279,Brandon Jones,1974,Venezuela
874935,Wesley Davis,2011,Switzerland
982325,Mr. Patrick Perez,1941,Finland
439372,Lori Martin,1944,Italy
205354,Patty Rogers,1927,Ecuador
262664,Bryan Garcia,1933,Canada
818132,Misty Cobb,1986,Denmark
715875,Dale Romero,1974,Sweden
203799,Cheyenne Thomas,1992,Finland
787689,Crystal Wheeler,1953,United States
786340,Mitchell Castillo,1959,Iceland
773292,Patricia Henson,1935,France
954865,Shaun Moore,1997,Iceland
492866,Jose Contreras,1958,United States
954687,Alexandra Nelson,1975,Ireland
979939,Rebecca Pineda,1934,Ireland
947037,Jacqueline Huber,1976,Denmark
188369,Anthony Obrien,1961,Germany
715573,Miss Vanessa Branch,2001,France
576272,Michael Ochoa,1982,Ecuador
461509,Andrew Frazier II,1937,Colombia
155446,Cynthia Vasquez,1970,Switzerland
699301,Andrew Hines,2006,Venezuela
307092,Luis Bell,1901,United Kingdom
699242,Trevor Williamson,1907,Ireland
536182,Robert Collins,1920,Sweden
737022,Katherine Fletcher,1951,Germany
728646,Christopher Banks,1984,Germany
340638,Lisa Jones,1942,Mexico
210470,Paul Carr,1998,France
961742,Ashley Booker,2015,France
140306,Nathaniel Carter,1951,Germany
722027,Susan May,1945,Italy
938301,Dawn Erickson,1969,France
618483,Gregory Rivera,1991,Netherlands
487789,Richard Avila,1966,Norway
171756,Gabrielle Molina,2007,Sweden
438399,Deanna Ayers,1953,Cuba
824914,Barry Smith,2004,United Kingdom
857709,Corey Khan,1955,Italy
326461,Alyssa Barrera,2007,Colombia
467810,Joshua Robinson,1964,Belgium
502944,Kayla Powell,1964,Belgium
683349,Bianca Cortez,1951,Iceland
455124,Anthony Case,2009,Canada
260087,Shawn Wong,1973,Switzerland
497825,Ian Wilson,1963,Netherlands
255238,Brian Drake,2006,Ecuador
342796,Michelle Moore MD,1980,Mexico
686875,Stephanie Taylor,1986,Norway
520868,Kayla Richardson,1963,Switzerland
645073,Jared Hall,1977,Norway
767247,Claudia Wilson,1971,United Kingdom
576819,Ryan Taylor,1905,United Kingdom
264645,April Johnson,1938,Venezuela
284645,David Newman,1928,Italy
243153,Taylor Powell,1975,Colombia
830131,Dennis Lopez,1970,Canada
360687,Paul Johnson,2004,Portugal
428363,Steven Hale,1978,Cuba
846969,Carrie Watkins,1953,Switzerland
394637,Chelsea Fowler,1930,Spain
900516,Adrian Pham,1968,Norway
203888,Michael Wood,1945,France
937063,Calvin Chan,1930,Venezuela
169155,Timothy Rosario,1951,United States
493034,Christopher Schwartz,1910,Norway
157988,Nicholas Contreras PhD,1980,United States
491199,Tammy Stevens,1966,Belgium
260574,Douglas Ortiz,1957,Netherlands
206792,James Burke,1912,Ecuador
806156,William Jenkins,1996,Belgium
521944,Thomas Hernandez,2012,United States
421541,Angela Waller,1964,Canada
285363,Donald Lopez,2000,Spain
885996,Samantha Wilson,1970,Sweden
218289,Patrick Nelson,1942,Austria
204381,Kenneth White,1971,Iceland
667163,Jacqueline Morrison,2000,Austria
154116,Robert Harris,1967,United States
640183,Carlos Barnes,1971,Ireland
570241,Sarah Williams,1916,Cuba
250222,Erik Williams,1970,Germany
525154,Hunter Stone,1925,Portugal
468792,Mike Palmer,1909,Germany
917099,Robert Lopez,1968,Venezuela
761286,Robert Lyons,1912,Iceland
394203,Dana Levine,1972,Ecuador
168638,Victor Steele,1921,Colombia
346673,Jennifer Cox,1983,Venezuela
955321,Michelle Calhoun,2008,Norway
927669,Alex Gordon,1964,Norway
646675,Kimberly Hoffman,1944,Spain
559419,Nicole Harrington,1966,Portugal
288882,Morgan Johnson,1952,Iceland
607095,Nancy Williams,1975,Sweden
801583,Elizabeth Meyer,1964,Mexico
917253,Tonya Norman,1922,Cuba
663516,Taylor Holder,1999,United Kingdom
610599,Heather Jensen,1904,Mexico
749249,Amy Vargas,1971,Italy
465263,Denise Martinez,1900,Belgium
895409,Mr. Thomas Carter,1952,Italy
454218,Kathleen Murphy,1996,Belgium
948299,Jeremy Cook,1933,Venezuela
579434,Charles Higgins,1920,Sweden
938302,Andrea Perez,1967,Ecuador
969043,Tyler Goodman,1934,Italy
949862,Corey Williams,1989,Denmark
362734,Lori Davila,1977,Ecuador
739787,Alejandro Mcintosh,1922,Spain
556773,Jill Brooks,1999,Sweden
653370,Kristen Wilson,2002,Spain
961793,Mary Phillips,1923,Sweden
648200,Elizabeth Boone,1914,Austria
573987,Suzanne Kent MD,1980,Portugal
361364,Bryce Maxwell,1962,Ireland
716972,Roy Paul,2013,Venezuela
179970,Olivia Estrada,1906,Germany
548184,Robert Obrien,1900,Belgium
291949,April Smith,1922,Ireland
630410,John Callahan,1926,Italy
168069,Patricia Reilly,1915,Finland
689778,Michael Jones,1946,Colombia
230362,Joseph Cunningham,1966,Finland
114074,Jacqueline Adams,1978,Spain
112565,James Johnson,2004,Belgium
612314,Larry James,1985,United Kingdom
643983,Charles Sosa,1980,United Kingdom
580203,Timothy Adams,1978,Canada
434242,Samuel Gray,1940,Finland
331767,Natasha Johnson,1949,Denmark
567819,Stephanie Parks,1975,Venezuela
413686,Brandi Crawford,2007,Norway
122037,Sherry Callahan MD,1904,United Kingdom
815202,James Logan III,1962,Mexico
419761,Jessica Gillespie,1926,Netherlands
908497,Jessica Moore,1912,Venezuela
409180,Nicole Burke,1908,United Kingdom
848896,David Boyd,1981,Ireland
872095,Evan Andrews,1937,Spain
978658,Joseph Butler,1963,United Kingdom
995809,Kathryn King,1983,Sweden
394153,Craig Sanchez,2008,Netherlands
473947,Steven Collins,1937,United Kingdom
487741,Joel Gray,1937,Denmark
174853,Sarah Jones,1964,Finland
517377,John Moore,1930,Portugal
127210,Raymond Price,1919,Spain
579237,Adrian Henderson,1982,Norway
520195,Keith Jones,1991,Ireland
590846,Deborah Ewing,1943,Colombia
305724,Lori Harvey,1989,Cuba
696546,Rachel Hicks,1950,Mexico
844695,Maria Perez,2013,Ecuador
873757,Craig Clark,1989,Finland
351060,Paul Davis,1964,Norway
975662,Bruce Anderson,1949,United States
881895,Seth Stephens,1996,Netherlands
549429,Vincent Thompson,1961,Venezuela
735689,Tracey Clark,1909,Iceland
926946,Dennis Jordan,2015,Switzerland
454349,Tracy Eaton,1955,Ecuador
441449,Regina Nielsen,1981,United Kingdom
580919,Lori Watson,1935,Mexico
556897,Audrey Clarke,1966,Belgium
915596,David Cunningham,1964,Austria
656393,Mary Morgan,1985,Denmark
334723,Jeremy Berry,1929,Belgium
914422,Richard Harris,1933,Ireland
914556,Timothy Sullivan,1930,Netherlands
319355,Christopher Hardin,1940,Ecuador
444918,Christine Marquez,1997,Cuba
835815,Martin Shaw,1927,Cuba
321356,Randy Vasquez,1916,Colombia
223038,Lynn Moss,1976,United Kingdom
300903,Justin Ashley,2010,United States
435839,David Reyes,2008,Germany
352260,Anthony Fields,1992,Germany
357134,Erika Castillo,1960,Iceland
235744,Richard Fernandez,1904,Ireland
126485,Rachel Thomas,1979,Portugal
435183,Chad Jordan,1907,Netherlands
647358,Tracy Frank,1912,Switzerland
694036,Tina Gonzalez,1923,Ecuador
506921,James Strickland,1982,Ireland
181272,Erin Lee,1958,Belgium
469230,Lauren Velasquez,1918,Norway
227921,Mark Best,1925,Italy
873339,Jennifer Montgomery,1981,Sweden
735538,Jason Combs,1928,Norway
948932,Christopher White,1917,Spain
153849,Anthony Jones,1934,Netherlands
397468,Erin Webster,1983,Spain
936545,Matthew Henderson,1951,Belgium
835645,Mary Campbell,1968,Belgium
254841,Robert Odonnell,1936,United States
373517,Thomas Zamora,1930,Colombia
126767,Stephanie Holmes,1909,Switzerland
223653,Mr. John Zimmerman,1900,Sweden
789973,Mia Booth,1967,Germany
183097,James Edwards,1911,Venezuela
861217,Luis Anderson,1993,Portugal
934215,Savannah Martinez,1982,Venezuela
176708,Tamara Nielsen,2014,France
600342,David Grant,1977,Denmark
713789,Kristin Middleton,1909,Sweden
447634,Michelle Bishop,1995,Venezuela
144431,Laura Fisher,2015,Finland
423997,Stephanie Page,1984,France
938257,Ashley Howell,1928,Denmark
133534,Jessica Mueller,1994,United States
121785,Mary Neal,1977,Netherlands
423722,Michael Williams,1988,Finland
204086,William Edwards,1977,Portugal
114884,Jay Buchanan,1905,United States
870675,Terry Williams,1992,United States
373416,Sheena Edwards,1908,France
164237,Patricia Medina,1936,Colombia
848069,Keith Holmes,1922,Iceland
551220,Kimberly Williamson,2004,Switzerland
188068,Jason Morris,1961,Belgium
555670,Zachary Rodriguez,1935,Ireland
777151,Sean Patel,1910,Switzerland
481425,Michael Nunez,1973,Canada
462419,Kimberly Castro,2014,Spain
739381,Daniel King,1920,Canada
361852,Kathleen Bates,1960,Venezuela
479226,Melissa Simpson,1981,Ireland
570116,Aaron Zimmerman,1959,Spain
959135,Jillian Sanchez,1920,Venezuela
755328,Jessica Jackson,1976,Spain
667589,Zachary Russell,1952,Portugal
666645,Sandra Jackson,1936,Canada
164657,Gregory Vega,1913,Venezuela
215026,Kathleen Johnson,1980,Netherlands
967384,Julie Stone,1990,Ireland
941510,Robert Smith,1996,Ecuador
662052,Carol Allen,1964,Norway
609383,Krista Simmons,1995,Canada
346414,Laura Smith,1992,Denmark
138457,William May,2011,Cuba
670453,Jorge Jordan,2009,Belgium
290958,Alexandra Holloway,1911,Netherlands
239296,Melissa Walter,1963,Ireland
474177,Alison Gutierrez,1981,Canada
564352,Elizabeth Murphy,1911,Mexico
867656,Dana Luna,1997,Austria
542960,Suzanne Olson,1905,Spain
861612,Dr. Melanie Thompson,2009,Iceland
198906,Evan Escobar,1986,Iceland
438345,Ryan Reed,1962,Colombia
637364,Melissa Barnes,1974,United States
940558,Phillip Howard,1966,Spain
377332,Roger Dickerson,1930,Canada
624199,Joseph Lopez,1989,Ecuador
144565,Courtney Rodriguez,1945,Switzerland
414553,Morgan Garner,1996,Netherlands
193554,Emily Baldwin MD,1918,Ecuador
765465,Kenneth Henderson,1921,Canada
774233,Zachary Sawyer,2009,Venezuela
477440,Isaac Stevens,2001,France
971588,Alexis Cochran,1996,Portugal
128220,Sarah Fisher,1944,Belgium
149405,John George,1949,Italy
392894,Tammie Smith,1925,Denmark
169648,Samuel Bryant MD,1964,Norway
315719,Kimberly Ward,1997,Sweden
949341,Shawna Crawford,1980,Switzerland
670488,Laura Smith,1920,Germany
468453,Mary Blake,1984,France
399317,Russell Simpson,1926,Canada
130382,Carla Campbell,1939,Austria
362890,Stephen Diaz,1961,Netherlands
181561,Jason White,1973,France
104007,Susan Jordan,1914,Denmark
159974,Joseph Graves,1987,United Kingdom
160822,Kaitlyn Powell,1957,United States
845232,Karen Hoffman,1902,Ireland
588393,Tina Figueroa,1947,Canada
634785,Michael Moore,1993,Finland
685954,Steven Jones,2008,Spain
376667,Thomas Johnson,1986,Ireland
942712,Noah Gonzales,2007,Norway
230150,Amanda Rice,1974,Netherlands
768099,Allison Jones,2007,Venezuela
450162,Aaron Brewer,1995,Belgium
825600,Robert Johnson,1995,United States
490448,Sherry Flores,1966,Venezuela
708619,Pamela Brown,1922,Mexico
181884,Aaron Davis,1999,Iceland
106378,Manuel Nunez,1904,Finland
427929,Susan Brown,1948,Cuba
608909,Jonathan Mendoza,1956,Norway
797102,Devon Fry,1911,Spain
985007,Janice Wu,1931,Canada
560340,Vicki Johnson,1987,Finland
794907,David Brooks,2004,Portugal
622485,Rebecca Smith,1904,United Kingdom
660888,Allison Franklin,1918,United States
987610,Bradley Stout,1966,Netherlands
710913,Samantha Long,1923,Germany
505677,Kenneth Gutierrez,1962,Netherlands
445434,Michael Horne,1954,France
347450,Robert Taylor,2007,Colombia
780147,James Griffin,1946,Colombia
436713,Donna Martin,1901,Iceland
659337,Douglas Shepard,1913,Colombia
578030,Rebecca Combs,1946,Finland
117958,Stephanie Richards,1956,United States
412041,Steven Pruitt,1920,Germany
663375,Kathleen Sanchez,1906,Portugal
243466,Lisa Riley,1988,Germany
652449,Robert Rowe,1917,Portugal
705354,Sandra Payne,1993,Finland
819715,Brenda Cruz,2004,Austria
651041,Rachel Bowman,1996,Netherlands
671485,Russell Davis,1970,Germany
233953,Matthew Walker,1901,Portugal
705869,Luis Hayden,2005,Colombia
430895,Jeffrey Tucker,1985,Portugal
539699,Ronald Hampton,1986,Germany
949988,James Thompson,1905,Ireland
463740,Bonnie Smith,1922,Germany
897955,Keith Wu,1943,Colombia
336632,Stephen Jackson,1935,Denmark
555334,Darrell Payne,1933,Finland
382803,Jason Payne,1955,Switzerland
301250,Jared Smith,2008,Ireland
442898,Lori Sullivan,2007,Mexico
839394,Michael Hill,1914,Spain
748864,Tina Miller,1999,Sweden
675016,Carly Torres,1981,Portugal
942654,Jason Hamilton,1955,United States
907460,Jonathan Clark,1986,Cuba
192921,Marcia Sexton,1977,Denmark
247552,Jody Ramos,1920,Colombia
871423,Karen Meadows,2007,Cuba
181455,Matthew Sanchez,1986,Norway
180315,Cheryl Bowen,1964,Sweden
278868,Joe Scott,1989,Spain
656279,Kristina Lowery,1994,Colombia
612004,Michael Johnson,1949,Norway
291413,Anna Palmer,1960,Italy
789374,Francis Harding,1951,Denmark
379472,Kevin Martinez,1971,United States
769818,Taylor Scott,1916,Norway
802268,Craig Carlson,1931,Austria
137302,Kimberly Cunningham,1944,Germany
691430,Adam Cole,1933,United States
675628,Stephanie Castillo,1972,Colombia
270392,Judith Torres,1976,Austria
632580,Tasha Downs,2009,Venezuela
418076,Kirsten King,1972,Portugal
248467,Sonia Wood,1913,Austria
413599,Michele Pierce,1972,Mexico
537633,Shari Knapp,1915,Switzerland
367404,Vanessa Miller,2011,Austria
185838,Gregory Landry,1935,Sweden
656022,Julie Carlson,1934,Sweden
929351,Connie Weber,1934,Finland
273020,Christine Martin MD,1993,Germany
121318,Brett Middleton,1978,Cuba
498957,Jennifer Wright,1980,United States
896131,Brett Howell,1936,Colombia
140850,Katherine Horne,1901,Canada
699886,Scott Valencia,1940,Switzerland
874067,Christopher Cooper,1970,Italy
313982,Jennifer Kelly,1974,Ireland
361914,Caleb Flowers,1974,Switzerland
543077,Richard Santiago,1981,Finland
276924,Isabella Myers,1994,United Kingdom
859823,Anthony Smith,1939,Finland
790244,Anna Carlson,1981,Colombia
343551,Morgan Bennett,1906,Ireland
942463,Yolanda Contreras MD,1925,Austria
291022,Courtney Cummings,2007,Iceland
179012,Victoria Hernandez,1996,Switzerland
952775,Russell Monroe,1995,France
769620,Aaron Hill,2001,Sweden
918559,Tammy White,1968,Sweden
827004,Amanda Martinez MD,1910,Austria
982219,Ashley Adams,1920,Iceland
212689,Alejandra Scott,1953,Colombia
638908,Miss Crystal Curtis MD,1992,Iceland
490958,Jennifer Miller,1988,France
864606,Nicole Watts,1954,United Kingdom
754126,Nicholas Smith,2005,Netherlands
198505,Wanda Butler,1901,Germany
162633,Emily Woodward,1953,Spain
177026,Melvin Stone,2012,Austria
402290,Donald Mosley,1983,Iceland
608614,Linda Mcdaniel,1955,Norway
511873,Christina Cummings,1949,Spain
176013,Angela Campbell,2007,Iceland
767419,Robert Perez,1981,United Kingdom
220832,Shawn Mccarty,2001,Iceland
956806,Michael Hawkins,1944,Portugal
934786,Jessica Trevino,1940,Belgium
108029,Todd Alvarez,1907,Venezuela
199544,David Franklin,1965,Colombia
655354,Terri Wright,1984,Ireland
288788,Amber Taylor,1917,Ireland
718956,Ann Mcdonald,1970,Belgium
860595,Megan Bell,1947,Austria
874084,Kenneth Price,1951,Sweden
153386,Nancy Mercado,1961,Portugal
663789,Miguel Beard,1953,France
242135,Kimberly Martinez,2013,Mexico
839976,Lauren Meadows,2013,France
758414,Crystal Arnold,1968,Denmark
859669,Joseph Martin,1903,Venezuela
276659,Carol Herrera,1973,United Kingdom
396433,Ronald Jones,1995,Iceland
806353,Laura Williams,1926,Netherlands
830534,Donald Ruiz,1969,Ireland
624673,Richard Nguyen,1989,Ireland
798406,Alicia Lucas,1911,Norway
609243,Rodney Curry,1964,Canada
868797,Summer Robbins,1957,Denmark
181298,William Lane,1971,Sweden
651894,Zachary Cook,1992,Ecuador
764941,Andre Murphy,2004,Portugal
271228,Jennifer Combs,1937,Canada
225913,Jason Howell,1939,United Kingdom
139630,Mario Alvarez,1976,Finland
386403,Miguel Nunez,1962,Finland
687090,Bridget Kennedy,1961,Ireland
960342,Shawn Cooper,2011,Denmark
569882,Robert Henry,1911,Italy
948485,Karen Thompson,2003,Ireland
699330,Elizabeth Bishop,2005,France
287211,Jessica Benitez,1908,Denmark
915406,Louis Frye,1958,Ecuador
932335,Nicole Moore,2012,Norway
584746,Bonnie Edwards,1940,United Kingdom
223022,Debra Contreras,1947,Norway
901113,Andrew Garcia,1934,Austria
